,animal,session,phase,condition,FR modulation
205,BS_70,BS_70_10_AC.pickle,post late,control,1.3202933985330085
206,BS_70,BS_70_10_AC.pickle,post late,control,1.488888888888887
207,BS_70,BS_70_10_AC.pickle,post late,control,2.580645161290321
208,BS_70,BS_70_11_AC.pickle,post late,control,2.55208333333333
209,BS_70,BS_70_11_AC.pickle,post late,control,0.9895833333333334
210,BS_70,BS_70_11_AC.pickle,post late,control,1.3888888888888886
211,BS_70,BS_70_11_AC.pickle,post late,control,4.53124999999999
212,BS_70,BS_70_11_AC.pickle,post late,control,0.8536585365853661
213,BS_70,BS_70_11_AC.pickle,post late,control,3.802083333333332
214,BS_70,BS_70_11_AC.pickle,post late,control,2.1874999999999996
215,BS_70,BS_70_11_AC.pickle,post late,control,0.7638888888888906
216,BS_70,BS_70_11_AC.pickle,post late,control,0.8159722222222209
217,BS_70,BS_70_12_AC.pickle,post late,control,1.5359477124183
218,BS_70,BS_70_12_AC.pickle,post late,control,3.1243781094527345
219,BS_70,BS_70_12_AC.pickle,post late,control,0.9309309309309319
220,BS_70,BS_70_12_AC.pickle,post late,control,2.0080321285140563
221,BS_70,BS_70_12_AC.pickle,post late,control,2.5120772946859904
222,BS_70,BS_70_7_AC.pickle,post late,control,1.1751412429378538
223,BS_70,BS_70_7_AC.pickle,post late,control,11.711711711711708
224,BS_70,BS_70_7_AC.pickle,post late,control,7.631578947368415
225,BS_70,BS_70_7_AC.pickle,post late,control,4.952380952380951
226,BS_70,BS_70_7_AC.pickle,post late,control,1.1825192802056552
227,BS_70,BS_70_7_AC.pickle,post late,control,8.324125230202576
228,BS_70,BS_70_7_AC.pickle,post late,control,7.969151670951159
229,BS_70,BS_70_7_AC.pickle,post late,control,2.4967824967824974
230,BS_70,BS_70_8_AC.pickle,post late,control,3.039014373716636
231,BS_70,BS_70_8_AC.pickle,post late,control,1.9134396355353085
232,BS_70,BS_70_8_AC.pickle,post late,control,1.3689253935660464
233,BS_70,BS_70_8_AC.pickle,post late,control,3.737166324435318
234,BS_70,BS_70_8_AC.pickle,post late,control,13.699788583509507
235,BS_70,BS_70_8_AC.pickle,post late,control,0.7255304585900076
236,BS_70,BS_70_8_AC.pickle,post late,control,1.5958240119313933
237,BS_70,BS_70_8_AC.pickle,post late,control,1.4373716632443516
238,BS_70,BS_70_8_AC.pickle,post late,control,0.6511627906976741
239,BS_70,BS_70_8_AC.pickle,post late,control,2.2771535580524342
240,BS_70,BS_70_8_AC.pickle,post late,control,1.6837782340862437
241,BS_70,BS_70_8_AC.pickle,post late,control,2.4914442162902133
242,BS_70,BS_70_8_AC.pickle,post late,control,10.363984674329505
243,BS_70,BS_70_8_AC.pickle,post late,control,0.5065023956194391
244,BS_70,BS_70_8_AC.pickle,post late,control,0.3361344537815123
245,BS_70,BS_70_9_AC.pickle,post late,control,0.6381534283774596
246,BS_70,BS_70_9_AC.pickle,post late,control,2.565400843881853
247,BS_70,BS_70_9_AC.pickle,post late,control,1.0997963340122203
248,BS_70,BS_70_9_AC.pickle,post late,control,1.439239646978954
249,BS_70,BS_70_9_AC.pickle,post late,control,1.068702290076336
250,BS_70,BS_70_9_AC.pickle,post late,control,2.1076233183856505
251,BS_70,BS_70_9_AC.pickle,post late,control,0.7246376811594196
252,BS_70,BS_70_9_AC.pickle,post late,control,4.317718940936871
253,BS_70,BS_70_9_AC.pickle,post late,control,1.9959266802444025
254,BS_70,BS_70_9_AC.pickle,post late,control,1.6564833672776647
255,BS_70,BS_70_9_AC.pickle,post late,control,1.3170400543109302
256,BS_70,BS_70_9_AC.pickle,post late,control,0.8934707903780075
257,BS_70,BS_70_9_AC.pickle,post late,control,6.0903426791277235
258,BS_70,BS_70_9_AC.pickle,post late,control,1.041666666666668
259,BS_70,BS_70_9_AC.pickle,post late,control,10.999160369437451
260,BS_70,BS_70_9_AC.pickle,post late,control,8.921282798833824
261,BS_72,BS_72_10_AC.pickle,post late,control,1.2790697674418603
262,BS_72,BS_72_10_AC.pickle,post late,control,1.214203894616265
263,BS_72,BS_72_10_AC.pickle,post late,control,13.402061855670107
264,BS_72,BS_72_10_AC.pickle,post late,control,1.351660939289803
265,BS_72,BS_72_10_AC.pickle,post late,control,0.726817042606514
266,BS_72,BS_72_10_AC.pickle,post late,control,0.7331042382588774
267,BS_72,BS_72_10_AC.pickle,post late,control,2.7949599083619705
268,BS_72,BS_72_12_AC.pickle,post late,control,2.683615819209039
269,BS_72,BS_72_12_AC.pickle,post late,control,1.7564870259481034
270,BS_72,BS_72_13_AC.pickle,post late,control,1.321713870733477
271,BS_72,BS_72_13_AC.pickle,post late,control,4.671916010498688
272,BS_72,BS_72_13_AC.pickle,post late,control,7.267759562841531
273,BS_72,BS_72_13_AC.pickle,post late,control,6.840958605664477
274,BS_72,BS_72_5_AC.pickle,post late,control,3.1643625192012292
275,BS_72,BS_72_5_AC.pickle,post late,control,39.34666666666668
276,BS_72,BS_72_5_AC.pickle,post late,control,0.9663865546218493
277,BS_72,BS_72_5_AC.pickle,post late,control,24.559999999999995
278,BS_72,BS_72_5_AC.pickle,post late,control,19.02745098039214
279,BS_72,BS_72_5_AC.pickle,post late,control,20.210970464135016
280,BS_72,BS_72_5_AC.pickle,post late,control,1.4879649890590811
281,BS_72,BS_72_5_AC.pickle,post late,control,35.62666666666672
282,BS_72,BS_72_5_AC.pickle,post late,control,0.9322033898305085
283,BS_72,BS_72_5_AC.pickle,post late,control,3.359999999999999
284,BS_72,BS_72_5_AC.pickle,post late,control,1.1755952380952377
285,BS_72,BS_72_5_AC.pickle,post late,control,0.4799999999999999
286,BS_72,BS_72_5_AC.pickle,post late,control,12.133333333333331
287,BS_72,BS_72_5_AC.pickle,post late,control,0.6666666666666667
288,BS_72,BS_72_5_AC.pickle,post late,control,5.245098039215683
289,BS_72,BS_72_6_AC.pickle,post late,control,0.47519217330538105
290,BS_72,BS_72_6_AC.pickle,post late,control,15.826666666666659
291,BS_72,BS_72_6_AC.pickle,post late,control,2.866666666666672
292,BS_72,BS_72_6_AC.pickle,post late,control,2.72
293,BS_72,BS_72_6_AC.pickle,post late,control,4.483430799220272
294,BS_72,BS_72_6_AC.pickle,post late,control,3.893333333333338
295,BS_72,BS_72_6_AC.pickle,post late,control,1.2490241998438727
296,BS_72,BS_72_6_AC.pickle,post late,control,11.053333333333326
297,BS_72,BS_72_6_AC.pickle,post late,control,11.373333333333322
298,BS_72,BS_72_6_AC.pickle,post late,control,7.605409705648372
299,BS_72,BS_72_6_AC.pickle,post late,control,2.960000000000004
300,BS_72,BS_72_6_AC.pickle,post late,control,2.692939244663382
301,BS_72,BS_72_6_AC.pickle,post late,control,8.69333333333334
302,BS_72,BS_72_6_AC.pickle,post late,control,2.7188081936685298
303,BS_72,BS_72_6_AC.pickle,post late,control,21.863799283154098
304,BS_72,BS_72_6_AC.pickle,post late,control,5.613333333333349
305,BS_72,BS_72_6_AC.pickle,post late,control,2.759999999999996
306,BS_72,BS_72_6_AC.pickle,post late,control,4.7092198581560245
307,BS_72,BS_72_6_AC.pickle,post late,control,2.1637426900584784
308,BS_72,BS_72_6_AC.pickle,post late,control,3.713768115942031
309,BS_72,BS_72_6_AC.pickle,post late,control,9.069373942470387
310,BS_72,BS_72_6_AC.pickle,post late,control,2.93453724604966
311,BS_72,BS_72_6_AC.pickle,post late,control,2.0788530465949817
312,BS_72,BS_72_7_AC.pickle,post late,control,1.0836277974087158
313,BS_72,BS_72_7_AC.pickle,post late,control,21.69398907103826
314,BS_72,BS_72_7_AC.pickle,post late,control,17.723132969034598
315,BS_72,BS_72_7_AC.pickle,post late,control,5.373406193078319
316,BS_72,BS_72_7_AC.pickle,post late,control,13.806921675774136
317,BS_72,BS_72_7_AC.pickle,post late,control,50.692167577413485
318,BS_72,BS_72_7_AC.pickle,post late,control,12.768670309653915
319,BS_72,BS_72_7_AC.pickle,post late,control,0.3921568627450982
320,BS_72,BS_72_8_AC.pickle,post late,control,11.756978653530378
321,BS_72,BS_72_8_AC.pickle,post late,control,2.5974025974025965
322,BS_72,BS_72_8_AC.pickle,post late,control,31.724137931034477
323,BS_72,BS_72_8_AC.pickle,post late,control,5.648604269293927
324,BS_72,BS_72_8_AC.pickle,post late,control,4.663382594417079
325,BS_72,BS_72_8_AC.pickle,post late,control,4.926108374384244
326,BS_72,BS_72_8_AC.pickle,post late,control,8.243021346469627
327,BS_72,BS_72_8_AC.pickle,post late,control,4.342105263157894
328,BS_72,BS_72_8_AC.pickle,post late,control,0.4926108374384237
329,BS_72,BS_72_8_AC.pickle,post late,control,8.467153284671529
330,BS_72,BS_72_9_AC.pickle,post late,control,0.9302325581395349
331,BS_72,BS_72_9_AC.pickle,post late,control,10.048309178743963
332,BS_72,BS_72_9_AC.pickle,post late,control,4.806763285024148
333,BS_87,BS_87_12_AC.pickle,N/A,control,2.807017543859649
334,BS_87,BS_87_12_AC.pickle,N/A,control,1.5789473684210522
335,BS_87,BS_87_12_AC.pickle,N/A,control,1.4912280701754383
336,BS_87,BS_87_12_AC.pickle,N/A,control,7.456140350877191
337,BS_87,BS_87_8_AC.pickle,post late,control,2.9571984435797676
338,BS_87,BS_87_8_AC.pickle,post late,control,0.6560846560846563
339,BS_87,BS_87_8_AC.pickle,post late,control,9.047619047619044
340,BS_87,BS_87_8_AC.pickle,post late,control,1.3594040968342638
341,BS_87,BS_87_8_AC.pickle,post late,control,0.9124767225325885
342,BS_87,BS_87_8_AC.pickle,post late,control,9.925512104283085
343,BS_87,BS_87_8_AC.pickle,post late,control,0.6553672316384178
344,BS_87,BS_87_8_AC.pickle,post late,control,12.450980392156863
345,BS_87,BS_87_8_AC.pickle,post late,control,12.625698324022354
346,BS_87,BS_87_9_AC.pickle,post late,control,1.1602209944751387
347,BS_87,BS_87_9_AC.pickle,post late,control,0.5761316872427984
348,BS_87,BS_87_9_AC.pickle,post late,control,1.171875000000001
349,BS_87,BS_87_9_AC.pickle,post late,control,0.7956104252400539
350,BS_87,BS_87_9_AC.pickle,post late,control,1.1709601873536302
351,BS_87,BS_87_9_AC.pickle,post late,control,2.386831275720167
352,BS_87,BS_87_9_AC.pickle,post late,control,1.0090090090090085
353,BS_87,BS_87_9_AC.pickle,post late,control,0.75445816186557
354,BS_87,BS_87_9_AC.pickle,post late,control,0.35665294924554153
355,BS_87,BS_87_9_AC.pickle,post late,control,1.5749235474006134
356,BS_87,BS_87_9_AC.pickle,post late,control,0.9602194787379965
357,BS_87,BS_87_9_AC.pickle,post late,control,1.358024691358024
358,BS_87,BS_87_9_AC.pickle,post late,control,0.8230452674897127
359,BS_87,BS_87_9_AC.pickle,post late,control,0.5756731662024147
360,BS_87,BS_87_9_AC.pickle,post late,control,0.5844748858447487
361,BS_87,BS_87_9_AC.pickle,post late,control,0.6896551724137931
362,BS_87,BS_87_9_AC.pickle,post late,control,0.8714596949891068
363,BS_87,BS_87_9_AC.pickle,post late,control,1.430745814307458
364,BS_87,BS_87_9_AC.pickle,post late,control,13.212121212121213
365,BS_87,BS_87_9_AC.pickle,post late,control,0.7560137457044674
366,BS_87,BS_87_9_AC.pickle,post late,control,2.3038156947444226
367,BS_87,BS_87_9_AC.pickle,post late,control,0.5787037037037044
368,BS_87,BS_87_9_AC.pickle,post late,control,4.43425076452599
369,BS_87,BS_87_9_AC.pickle,post late,control,0.2810304449648713
370,BS_87,BS_87_9_AC.pickle,post late,control,0.4316546762589926
371,BS_87,BS_87_9_AC.pickle,post late,control,0.9523809523809526
372,BS_87,BS_87_9_AC.pickle,post late,control,1.221964423820572
373,BS_87,BS_87_9_AC.pickle,post late,control,1.0678210678210664
374,AE_312,AE_312_5_opto_control_AC.pickle,post late,control,3.5858585858585856
375,AE_312,AE_312_5_opto_control_AC.pickle,post late,control,3.333333333333332
376,AE_312,AE_312_5_opto_control_AC.pickle,post late,control,1.2098765432098764
377,AE_312,AE_312_5_opto_control_AC.pickle,post late,control,2.1822541966426843
378,AE_312,AE_312_5_opto_control_AC.pickle,post late,control,21.16306954436453
379,AE_312,AE_312_5_opto_control_AC.pickle,post late,control,12.182254196642672
380,AE_312,AE_312_5_opto_control_AC.pickle,post late,control,4.203539823008846
381,AE_312,AE_312_5_opto_control_AC.pickle,post late,control,4.567901234567902
382,AE_312,AE_312_5_opto_control_AC.pickle,post late,control,11.606510969568285
383,AE_312,AE_312_5_opto_control_AC.pickle,post late,control,1.8345323741007191
384,AE_312,AE_312_5_opto_control_AC.pickle,post late,control,0.5363984674329503
385,AE_312,AE_312_5_opto_control_AC.pickle,post late,control,1.1630695443645112
386,AE_312,AE_312_5_opto_control_AC.pickle,post late,control,7.309941520467835
387,AE_312,AE_312_5_opto_control_AC.pickle,post late,control,2.895622895622895
388,AE_312,AE_312_5_opto_control_AC.pickle,post late,control,2.260371959942775
389,AE_312,AE_312_5_opto_control_AC.pickle,post late,control,2.4855491329479764
390,AE_312,AE_312_5_opto_control_AC.pickle,post late,control,22.208588957055216
391,AE_312,AE_312_5_opto_control_AC.pickle,post late,control,1.0134600158353124
392,AE_312,AE_312_5_opto_control_AC.pickle,post late,control,5.359712230215829
393,AE_312,AE_312_5_opto_control_AC.pickle,post late,control,3.9316239316239305
