,animal,session,cluster ID,condition,FR modulation
268,AE_391,AE_391_2_opto_control_AC.pickle,174,post expert control,12.168525402726152
269,AE_391,AE_391_2_opto_control_AC.pickle,205,post expert control,1.3927576601671312
270,AE_391,AE_391_2_opto_control_AC.pickle,206,post expert control,2.274143302180684
271,AE_391,AE_391_2_opto_control_AC.pickle,208,post expert control,1.4999999999999996
272,AE_391,AE_391_3_opto_control_AC.pickle,9,post expert control,1.2765957446808522
273,AE_391,AE_391_3_opto_control_AC.pickle,15,post expert control,8.08988764044944
274,AE_391,AE_391_3_opto_control_AC.pickle,18,post expert control,4.419475655430712
275,AE_391,AE_391_3_opto_control_AC.pickle,34,post expert control,3.039591315453384
276,AE_391,AE_391_3_opto_control_AC.pickle,38,post expert control,13.59149582384205
277,AE_391,AE_391_3_opto_control_AC.pickle,39,post expert control,1.761579347000759
278,AE_391,AE_391_3_opto_control_AC.pickle,41,post expert control,23.963553530751742
279,AE_391,AE_391_3_opto_control_AC.pickle,58,post expert control,1.2452543659832964
280,AE_391,AE_391_3_opto_control_AC.pickle,61,post expert control,2.746913580246913
281,AE_391,AE_391_3_opto_control_AC.pickle,62,post expert control,1.2353567625133117
282,AE_391,AE_391_3_opto_control_AC.pickle,80,post expert control,4.996203492786638
283,AE_391,AE_391_3_opto_control_AC.pickle,90,post expert control,41.002277904328054
284,AE_391,AE_391_3_opto_control_AC.pickle,99,post expert control,8.08988764044944
285,AE_391,AE_391_3_opto_control_AC.pickle,100,post expert control,2.0467836257309933
286,AE_391,AE_391_3_opto_control_AC.pickle,104,post expert control,6.119969627942301
287,AE_391,AE_391_3_opto_control_AC.pickle,107,post expert control,51.921032649962015
288,AE_391,AE_391_3_opto_control_AC.pickle,108,post expert control,7.835990888382682
289,AE_391,AE_391_3_opto_control_AC.pickle,117,post expert control,3.0173775671405996
290,AE_391,AE_391_3_opto_control_AC.pickle,118,post expert control,3.8569604086845475
291,AE_391,AE_391_3_opto_control_AC.pickle,128,post expert control,1.4379084967320284
292,AE_391,AE_391_3_opto_control_AC.pickle,144,post expert control,27.744874715261943
293,AE_391,AE_391_3_opto_control_AC.pickle,158,post expert control,2.1794871794871784
294,AE_415,AE_415_1_opto_AC.pickle,9,post expert opto,1.9809523809523808
295,AE_415,AE_415_1_opto_AC.pickle,12,post expert opto,3.1531531531531516
296,AE_415,AE_415_1_opto_AC.pickle,18,post expert opto,10.218579234972674
297,AE_415,AE_415_1_opto_AC.pickle,20,post expert opto,0.7951070336391436
298,AE_415,AE_415_1_opto_AC.pickle,21,post expert opto,0.9420289855072466
299,AE_415,AE_415_1_opto_AC.pickle,42,post expert opto,7.916666666666667
300,AE_415,AE_415_1_opto_AC.pickle,67,post expert opto,8.98345153664303
301,AE_415,AE_415_1_opto_AC.pickle,85,post expert opto,5.360824742268043
302,AE_415,AE_415_1_opto_AC.pickle,91,post expert opto,2.7633851468048363
303,AE_415,AE_415_1_opto_AC.pickle,102,post expert opto,21.58333333333333
304,AE_415,AE_415_1_opto_AC.pickle,122,post expert opto,1.5602836879432622
305,AE_415,AE_415_1_opto_AC.pickle,128,post expert opto,30.476190476190478
306,AE_415,AE_415_1_opto_AC.pickle,131,post expert opto,7.066666666666667
307,AE_415,AE_415_1_opto_AC.pickle,135,post expert opto,1.6755793226381464
308,AE_415,AE_415_1_opto_AC.pickle,149,post expert opto,10.588235294117647
309,AE_415,AE_415_1_opto_AC.pickle,155,post expert opto,4.808743169398908
310,AE_415,AE_415_2_opto_AC.pickle,22,post expert opto,2.594810379241519
311,AE_415,AE_415_2_opto_AC.pickle,159,post expert opto,2.645502645502645
312,AE_415,AE_415_2_opto_AC.pickle,200,post expert opto,1.7486338797814207
313,AE_415,AE_415_2_opto_AC.pickle,265,post expert opto,4.018264840182648
314,AE_415,AE_415_2_opto_AC.pickle,277,post expert opto,4.269662921348314
315,AE_415,AE_415_2_opto_AC.pickle,291,post expert opto,2.708333333333332
316,AE_415,AE_415_2_opto_AC.pickle,292,post expert opto,0.7944732297063903
317,AE_415,AE_415_2_opto_AC.pickle,293,post expert opto,12.374727668845312
318,AE_415,AE_415_2_opto_AC.pickle,295,post expert opto,7.352024922118377
319,AE_415,AE_415_2_opto_AC.pickle,296,post expert opto,4.1228070175438605
320,AE_415,AE_415_3_opto_AC.pickle,26,post expert opto,1.3750000000000004
321,AE_415,AE_415_3_opto_AC.pickle,44,post expert opto,3.497267759562842
322,AE_415,AE_415_3_opto_AC.pickle,47,post expert opto,0.888888888888889
323,AE_415,AE_415_3_opto_AC.pickle,55,post expert opto,1.8867924528301887
324,AE_415,AE_415_3_opto_AC.pickle,59,post expert opto,2.3853211009174315
325,AE_435,AE_435_1_opto_control_AC.pickle,8,pre expert control,0.6853582554517135
326,AE_435,AE_435_1_opto_control_AC.pickle,14,pre expert control,5.490196078431379
327,AE_435,AE_435_1_opto_control_AC.pickle,43,pre expert control,1.8666666666666674
328,AE_435,AE_435_1_opto_control_AC.pickle,46,pre expert control,17.843137254901965
329,AE_435,AE_435_1_opto_control_AC.pickle,56,pre expert control,4.999999999999997
330,AE_435,AE_435_1_opto_control_AC.pickle,78,pre expert control,3.856209150326797
331,AE_435,AE_435_1_opto_control_AC.pickle,93,pre expert control,3.366336633663366
332,AE_435,AE_435_1_opto_control_AC.pickle,119,pre expert control,0.574712643678161
333,AE_435,AE_435_1_opto_control_AC.pickle,148,pre expert control,0.9950248756218906
334,AE_435,AE_435_1_opto_control_AC.pickle,150,pre expert control,11.098039215686265
335,AE_435,AE_435_2_opto_control_AC.pickle,36,pre expert control,1.4419475655430707
336,AE_435,AE_435_2_opto_control_AC.pickle,65,pre expert control,0.7901234567901236
337,AE_435,AE_435_2_opto_control_AC.pickle,101,pre expert control,2.0075757575757565
338,AE_435,AE_435_2_opto_control_AC.pickle,103,pre expert control,2.486486486486486
339,AE_435,AE_435_2_opto_control_AC.pickle,110,pre expert control,2.3595505617977546
340,AE_435,AE_435_2_opto_control_AC.pickle,129,pre expert control,15.384615384615387
341,AE_435,AE_435_2_opto_control_AC.pickle,130,pre expert control,2.2659176029962533
342,AE_435,AE_435_3_opto_control_AC.pickle,20,pre expert control,0.5780346820809249
343,AE_435,AE_435_3_opto_control_AC.pickle,32,pre expert control,26.974951830443157
344,AE_435,AE_435_3_opto_control_AC.pickle,35,pre expert control,2.2350674373795765
345,AE_435,AE_435_3_opto_control_AC.pickle,85,pre expert control,2.389210019267821
346,AE_435,AE_435_3_opto_control_AC.pickle,108,pre expert control,32.716763005780386
347,AE_447,AE_447_2_opto_control_AC.pickle,7,post expert control,0.4838709677419356
348,AE_447,AE_447_2_opto_control_AC.pickle,14,post expert control,4.280155642023346
349,AE_447,AE_447_2_opto_control_AC.pickle,47,post expert control,4.928664072632944
350,AE_447,AE_447_2_opto_control_AC.pickle,54,post expert control,45.265888456549945
351,AE_447,AE_447_2_opto_control_AC.pickle,73,post expert control,1.9714656290531785
352,AE_447,AE_447_2_opto_control_AC.pickle,92,post expert control,3.5538261997405978
353,AE_447,AE_447_2_opto_control_AC.pickle,97,post expert control,11.309987029831392
354,AE_447,AE_447_3_opto_control_AC.pickle,22,post expert control,1.3022351797861997
355,AE_447,AE_447_3_opto_control_AC.pickle,81,post expert control,4.1205053449951405
356,AE_447,AE_447_3_opto_control_AC.pickle,168,post expert control,1.5656565656565657
357,AE_449,AE_449_2_opto_control_AC.pickle,29,pre expert opto,1.428571428571428
358,AE_449,AE_449_2_opto_control_AC.pickle,30,pre expert opto,33.41269841269842
359,AE_449,AE_449_2_opto_control_AC.pickle,53,pre expert opto,42.61904761904763
360,AE_449,AE_449_2_opto_control_AC.pickle,54,pre expert opto,9.761904761904768
361,AE_449,AE_449_2_opto_control_AC.pickle,60,pre expert opto,61.58730158730158
362,AE_449,AE_449_2_opto_control_AC.pickle,91,pre expert opto,1.031746031746032
363,AE_449,AE_449_2_opto_control_AC.pickle,100,pre expert opto,4.841269841269841
364,AE_449,AE_449_2_opto_control_AC.pickle,101,pre expert opto,
365,AE_449,AE_449_2_opto_control_AC.pickle,102,pre expert opto,0.7936507936507935
366,AE_449,AE_449_2_opto_control_AC.pickle,105,pre expert opto,0.47619047619047616
367,AE_449,AE_449_2_opto_control_AC.pickle,109,pre expert opto,2.1428571428571423
368,AE_449,AE_449_2_opto_control_AC.pickle,110,pre expert opto,0.7142857142857147
369,AE_449,AE_449_2_opto_control_AC.pickle,113,pre expert opto,1.3114754098360655
370,AE_449,AE_449_2_opto_control_AC.pickle,116,pre expert opto,40.793650793650784
371,AE_449,AE_449_3_opto_control_AC.pickle,53,pre expert opto,52.50517598343682
372,AE_449,AE_449_3_opto_control_AC.pickle,58,pre expert opto,44.761904761904745
373,AE_449,AE_449_3_opto_control_AC.pickle,63,pre expert opto,3.2569974554707364
374,AE_449,AE_449_3_opto_control_AC.pickle,68,pre expert opto,6.542443064182194
375,AE_449,AE_449_3_opto_control_AC.pickle,72,pre expert opto,24.140786749482405
376,AE_449,AE_449_3_opto_control_AC.pickle,73,pre expert opto,1.6326530612244894
377,AE_449,AE_449_3_opto_control_AC.pickle,91,pre expert opto,2.1532091097308483
378,AE_449,AE_449_3_opto_control_AC.pickle,104,pre expert opto,1.8219461697722557
379,AE_449,AE_449_3_opto_control_AC.pickle,126,pre expert opto,32.866242038216555
380,AE_449,AE_449_3_opto_control_AC.pickle,129,pre expert opto,0.967741935483871
381,AE_469,AE_469_1_opto_AC.pickle,20,post expert opto,12.636815920398009
382,AE_469,AE_469_1_opto_AC.pickle,27,post expert opto,1.652892561983471
383,AE_469,AE_469_1_opto_AC.pickle,35,post expert opto,12.935982339955846
384,AE_469,AE_469_1_opto_AC.pickle,42,post expert opto,2.8697571743929364
385,AE_469,AE_469_1_opto_AC.pickle,69,post expert opto,8.26086956521739
386,AE_469,AE_469_1_opto_AC.pickle,86,post expert opto,4.0816326530612255
387,AE_469,AE_469_1_opto_AC.pickle,91,post expert opto,16.949152542372882
388,AE_469,AE_469_1_opto_AC.pickle,94,post expert opto,9.88962472406181
389,AE_469,AE_469_1_opto_AC.pickle,113,post expert opto,1.0596026490066222
390,AE_469,AE_469_1_opto_AC.pickle,119,post expert opto,2.549019607843137
391,AE_469,AE_469_1_opto_AC.pickle,131,post expert opto,49.66887417218543
392,AE_469,AE_469_1_opto_AC.pickle,138,post expert opto,94.91525423728815
393,AE_469,AE_469_1_opto_AC.pickle,173,post expert opto,1.643835616438356
394,AE_469,AE_469_1_opto_AC.pickle,177,post expert opto,4.812362030905078
395,AE_469,AE_469_1_opto_AC.pickle,178,post expert opto,6.975717439293599
396,AE_469,AE_469_1_opto_AC.pickle,198,post expert opto,7.284768211920533
397,AE_469,AE_469_1_opto_AC.pickle,206,post expert opto,6.1368653421633566
398,AE_469,AE_469_1_opto_AC.pickle,214,post expert opto,8.583333333333334
399,AE_469,AE_469_1_opto_AC.pickle,215,post expert opto,9.465020576131689
400,AE_469,AE_469_1_opto_AC.pickle,218,post expert opto,3.1788079470198674
401,AE_469,AE_469_1_opto_AC.pickle,219,post expert opto,4.6204620462046195
402,AE_469,AE_469_1_opto_AC.pickle,229,post expert opto,2.1192052980132448
403,AE_469,AE_469_1_opto_AC.pickle,230,post expert opto,1.545253863134658
404,AE_469,AE_469_1_opto_AC.pickle,257,post expert opto,2.0000000000000004
405,AE_469,AE_469_1_opto_AC.pickle,269,post expert opto,10.6401766004415
406,AE_469,AE_469_1_opto_AC.pickle,280,post expert opto,6.269315673289183
407,AE_469,AE_469_1_opto_AC.pickle,284,post expert opto,9.094922737306842
408,AE_469,AE_469_1_opto_AC.pickle,288,post expert opto,11.16997792494481
409,AE_469,AE_469_1_opto_AC.pickle,293,post expert opto,3.1524547803617575
410,AE_469,AE_469_1_opto_AC.pickle,306,post expert opto,27.5496688741722
411,AE_469,AE_469_1_opto_AC.pickle,307,post expert opto,13.15673289183222
412,AE_469,AE_469_1_opto_AC.pickle,313,post expert opto,10.419426048565123
413,AE_469,AE_469_1_opto_AC.pickle,314,post expert opto,8.609271523178812
414,AE_469,AE_469_1_opto_AC.pickle,317,post expert opto,11.390728476821193
415,AE_469,AE_469_1_opto_AC.pickle,318,post expert opto,1.4492753623188406
416,AE_469,AE_469_1_opto_AC.pickle,320,post expert opto,20.70640176600442
417,AE_469,AE_469_1_opto_AC.pickle,321,post expert opto,4.0816326530612255
418,AE_469,AE_469_1_opto_AC.pickle,324,post expert opto,6.918238993710691
419,AE_469,AE_469_2_opto_AC.pickle,23,post expert opto,17.98611111111111
420,AE_469,AE_469_2_opto_AC.pickle,39,post expert opto,2.013888888888889
421,AE_469,AE_469_2_opto_AC.pickle,41,post expert opto,35.833333333333336
422,AE_469,AE_469_2_opto_AC.pickle,70,post expert opto,1.1805555555555556
423,AE_469,AE_469_2_opto_AC.pickle,92,post expert opto,101.80555555555556
424,AE_469,AE_469_2_opto_AC.pickle,97,post expert opto,106.18055555555559
425,AE_469,AE_469_2_opto_AC.pickle,105,post expert opto,20.625
426,AE_469,AE_469_2_opto_AC.pickle,114,post expert opto,23.263888888888886
427,AE_469,AE_469_2_opto_AC.pickle,118,post expert opto,50.55555555555554
428,AE_469,AE_469_2_opto_AC.pickle,124,post expert opto,5.972222222222222
429,AE_469,AE_469_2_opto_AC.pickle,157,post expert opto,7.820512820512819
430,AE_469,AE_469_2_opto_AC.pickle,171,post expert opto,47.98611111111111
431,AE_469,AE_469_3_opto_AC.pickle,10,post expert opto,3.195266272189349
432,AE_469,AE_469_3_opto_AC.pickle,14,post expert opto,4.930966469428008
433,AE_469,AE_469_3_opto_AC.pickle,38,post expert opto,42.26804123711341
434,AE_469,AE_469_3_opto_AC.pickle,42,post expert opto,17.278106508875744
435,AE_469,AE_469_3_opto_AC.pickle,43,post expert opto,12.149901380670608
436,AE_469,AE_469_3_opto_AC.pickle,44,post expert opto,25.52268244575935
437,AE_469,AE_469_3_opto_AC.pickle,48,post expert opto,42.57028112449801
438,AE_469,AE_469_3_opto_AC.pickle,49,post expert opto,38.34319526627216
439,AE_469,AE_469_3_opto_AC.pickle,51,post expert opto,11.835205992509366
440,AE_469,AE_469_3_opto_AC.pickle,57,post expert opto,19.053254437869825
441,AE_469,AE_469_3_opto_AC.pickle,63,post expert opto,35.30571992110452
442,AE_469,AE_469_3_opto_AC.pickle,69,post expert opto,10.966469428007887
443,AE_469,AE_469_3_opto_AC.pickle,73,post expert opto,69.58579881656804
444,AE_469,AE_469_3_opto_AC.pickle,87,post expert opto,78.3111111111111
445,AE_469,AE_469_3_opto_AC.pickle,90,post expert opto,22.090729783037474
446,AE_469,AE_469_3_opto_AC.pickle,91,post expert opto,8.370370370370374
447,AE_469,AE_469_3_opto_AC.pickle,92,post expert opto,7.032967032967035
448,AE_469,AE_469_3_opto_AC.pickle,99,post expert opto,36.92307692307693
449,AE_488,AE_488_1_opto_control_AC.pickle,14,post expert control,3.0303030303030316
450,AE_488,AE_488_1_opto_control_AC.pickle,15,post expert control,18.701298701298704
451,AE_488,AE_488_1_opto_control_AC.pickle,26,post expert control,2.597402597402598
452,AE_488,AE_488_1_opto_control_AC.pickle,35,post expert control,50.69264069264069
453,AE_488,AE_488_1_opto_control_AC.pickle,50,post expert control,17.01298701298701
454,AE_488,AE_488_1_opto_control_AC.pickle,57,post expert control,8.831168831168833
455,AE_488,AE_488_1_opto_control_AC.pickle,62,post expert control,1.2121212121212122
456,AE_488,AE_488_1_opto_control_AC.pickle,80,post expert control,2.207792207792208
457,AE_488,AE_488_1_opto_control_AC.pickle,96,post expert control,8.311688311688313
458,AE_488,AE_488_1_opto_control_AC.pickle,102,post expert control,5.021645021645023
459,AE_488,AE_488_1_opto_control_AC.pickle,110,post expert control,1.0389610389610393
460,AE_488,AE_488_1_opto_control_AC.pickle,122,post expert control,3.549783549783548
461,AE_488,AE_488_1_opto_control_AC.pickle,130,post expert control,2.034632034632035
462,AE_488,AE_488_1_opto_control_AC.pickle,132,post expert control,1.904761904761905
463,AE_488,AE_488_1_opto_control_AC.pickle,134,post expert control,14.76190476190476
464,AE_488,AE_488_1_opto_control_AC.pickle,141,post expert control,5.5844155844155825
465,AE_488,AE_488_1_opto_control_AC.pickle,146,post expert control,1.4285714285714282
466,AE_488,AE_488_1_opto_control_AC.pickle,154,post expert control,5.238095238095239
467,AE_488,AE_488_1_opto_control_AC.pickle,156,post expert control,1.6017316017316008
468,AE_488,AE_488_1_opto_control_AC.pickle,160,post expert control,4.545454545454546
469,AE_488,AE_488_1_opto_control_AC.pickle,164,post expert control,3.116883116883117
470,AE_488,AE_488_1_opto_control_AC.pickle,165,post expert control,4.3290043290043325
471,AE_488,AE_488_1_opto_control_AC.pickle,167,post expert control,1.255411255411255
472,AE_488,AE_488_1_opto_control_AC.pickle,172,post expert control,5.36796536796537
473,AE_488,AE_488_1_opto_control_AC.pickle,178,post expert control,3.6796536796536796
474,AE_488,AE_488_1_opto_control_AC.pickle,184,post expert control,15.670995670995673
475,AE_488,AE_488_1_opto_control_AC.pickle,188,post expert control,4.069264069264068
476,AE_488,AE_488_1_opto_control_AC.pickle,198,post expert control,1.688311688311688
477,AE_488,AE_488_1_opto_control_AC.pickle,228,post expert control,20.86580086580087
478,AE_488,AE_488_1_opto_control_AC.pickle,249,post expert control,8.571428571428573
479,AE_488,AE_488_1_opto_control_AC.pickle,259,post expert control,3.10077519379845
480,AE_488,AE_488_1_opto_control_AC.pickle,265,post expert control,11.64502164502164
481,AE_488,AE_488_1_opto_control_AC.pickle,269,post expert control,2.683982683982685
482,AE_488,AE_488_1_opto_control_AC.pickle,275,post expert control,6.623376623376622
483,AE_488,AE_488_1_opto_control_AC.pickle,340,post expert control,1.5942028985507246
484,AE_488,AE_488_1_opto_control_AC.pickle,345,post expert control,83.89610389610391
485,AE_488,AE_488_1_opto_control_AC.pickle,346,post expert control,8.65800865800866
486,AE_488,AE_488_1_opto_control_AC.pickle,350,post expert control,15.7142857142857
487,AE_488,AE_488_1_opto_control_AC.pickle,351,post expert control,9.350649350649354
488,AE_488,AE_488_1_opto_control_AC.pickle,352,post expert control,9.523809523809522
489,AE_488,AE_488_1_opto_control_AC.pickle,354,post expert control,5.281385281385282
490,AE_488,AE_488_1_opto_control_AC.pickle,356,post expert control,2.0779220779220777
491,AE_488,AE_488_1_opto_control_AC.pickle,362,post expert control,2.597402597402597
492,AE_488,AE_488_1_opto_control_AC.pickle,367,post expert control,0.912280701754386
493,AE_488,AE_488_1_opto_control_AC.pickle,368,post expert control,0.5194805194805194
494,AE_488,AE_488_1_opto_control_AC.pickle,369,post expert control,7.445887445887448
495,AE_488,AE_488_1_opto_control_AC.pickle,372,post expert control,8.484848484848488
496,AE_488,AE_488_2_opto_control_AC.pickle,6,post expert control,9.484126984126984
497,AE_488,AE_488_2_opto_control_AC.pickle,20,post expert control,2.4309392265193366
498,AE_488,AE_488_2_opto_control_AC.pickle,35,post expert control,1.841620626151013
499,AE_488,AE_488_2_opto_control_AC.pickle,37,post expert control,1.1864406779661016
500,AE_488,AE_488_2_opto_control_AC.pickle,131,post expert control,5.15653775322284
501,AE_488,AE_488_3_opto_control_AC.pickle,36,post expert control,15.374149659863956
502,AE_488,AE_488_3_opto_control_AC.pickle,44,post expert control,0.5102040816326532
503,AE_488,AE_488_3_opto_control_AC.pickle,45,post expert control,4.965986394557823
504,AE_488,AE_488_3_opto_control_AC.pickle,56,post expert control,0.6802721088435373
505,AE_488,AE_488_3_opto_control_AC.pickle,92,post expert control,1.9047619047619049
506,AE_488,AE_488_3_opto_control_AC.pickle,105,post expert control,1.428571428571428
507,AE_488,AE_488_3_opto_control_AC.pickle,111,post expert control,9.62585034013605
508,AE_488,AE_488_3_opto_control_AC.pickle,118,post expert control,35.510204081632644
509,AE_488,AE_488_3_opto_control_AC.pickle,127,post expert control,24.659863945578234
510,AE_488,AE_488_3_opto_control_AC.pickle,131,post expert control,1.2925170068027212
511,AE_488,AE_488_3_opto_control_AC.pickle,137,post expert control,6.666666666666666
512,AE_488,AE_488_3_opto_control_AC.pickle,154,post expert control,4.455782312925173
513,AE_488,AE_488_3_opto_control_AC.pickle,159,post expert control,24.52380952380953
514,AE_488,AE_488_3_opto_control_AC.pickle,169,post expert control,9.999999999999998
515,AE_488,AE_488_3_opto_control_AC.pickle,208,post expert control,12.222222222222223
516,AE_488,AE_488_3_opto_control_AC.pickle,255,post expert control,1.585081585081585
517,AE_488,AE_488_3_opto_control_AC.pickle,275,post expert control,9.31972789115646
518,AE_488,AE_488_3_opto_control_AC.pickle,285,post expert control,2.9251700680272115
519,AE_488,AE_488_3_opto_control_AC.pickle,315,post expert control,0.986394557823129
520,AE_488,AE_488_3_opto_control_AC.pickle,322,post expert control,5.000000000000001
521,AE_488,AE_488_3_opto_control_AC.pickle,329,post expert control,2.6666666666666665
522,AE_488,AE_488_3_opto_control_AC.pickle,335,post expert control,10.510204081632649
523,AE_488,AE_488_3_opto_control_AC.pickle,338,post expert control,0.7142857142857144
524,AE_488,AE_488_3_opto_control_AC.pickle,347,post expert control,1.019607843137255
525,AE_488,AE_488_3_opto_control_AC.pickle,354,post expert control,10.918367346938773
526,AE_488,AE_488_3_opto_control_AC.pickle,364,post expert control,14.489402697495176
527,AE_488,AE_488_3_opto_control_AC.pickle,366,post expert control,29.081632653061224
528,AE_488,AE_488_3_opto_control_AC.pickle,376,post expert control,7.040816326530614
529,AE_488,AE_488_3_opto_control_AC.pickle,380,post expert control,4.35374149659864
530,AE_488,AE_488_3_opto_control_AC.pickle,381,post expert control,6.802721088435376
531,AE_488,AE_488_3_opto_control_AC.pickle,383,post expert control,1.2925170068027207
532,AE_488,AE_488_3_opto_control_AC.pickle,387,post expert control,0.6462585034013604
533,AE_488,AE_488_3_opto_control_AC.pickle,389,post expert control,0.8503401360544217
